pop_cd,year,month,avg_score,avg_rat,city,sex,ages,population,num_opencard,num_usecard,monthly_card_spend,monthly_lc,monthly_loan,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_payment,credit_card_installments_payment
L057,2017,5,834,3,광주,,70대,75000,1.35,0.76,620000,66800000,57530000,42560000,450000,900000,730000,320000,15090000,13220000,28620000,15770000,74340000,278000,131000
L057,2017,6,835,3,광주,,70대,76000,1.35,0.77,560000,66770000,57440000,42500000,450000,930000,740000,320000,15020000,13310000,28530000,15670000,74310000,289000,139000
L057,2017,7,835,3,광주,,70대,77000,1.36,0.78,550000,66890000,57340000,42270000,460000,950000,720000,320000,15060000,13470000,28210000,15730000,74090000,284000,127000
L057,2017,8,836,3,광주,,70대,77000,1.36,0.78,560000,67320000,57610000,42510000,460000,970000,710000,320000,15030000,13690000,28280000,15970000,74500000,283000,137000
L057,2017,9,836,3,광주,,70대,78000,1.37,0.79,550000,67440000,57480000,42390000,470000,970000,730000,330000,14940000,13740000,28180000,16090000,74220000,273000,124000
L057,2017,10,836,3,광주,,70대,79000,1.38,0.8,820000,67960000,57670000,42510000,480000,990000,720000,350000,15030000,13950000,28050000,16080000,74580000,307000,146000
L057,2017,11,836,3,광주,,70대,80000,1.39,0.8,660000,70680000,58120000,42890000,500000,1010000,700000,380000,14870000,14040000,28540000,15780000,75130000,280000,132000
L057,2017,12,837,3,광주,,70대,80000,1.39,0.81,560000,70290000,57690000,42490000,500000,1050000,690000,350000,14820000,14040000,28160000,15690000,74590000,288000,137000
L067,2016,1,790,3,부산,,70대,195000,2.43,1.78,640000,75650000,65130000,49050000,550000,1210000,1920000,210000,11370000,20720000,32300000,17110000,81860000,297000,180000
L067,2016,2,830,3,부산,,70대,213000,1.23,0.68,470000,71820000,61610000,45580000,400000,920000,1680000,180000,10820000,18480000,31750000,16340000,75140000,212000,133000
L067,2016,3,830,3,부산,,70대,215000,1.24,0.68,430000,72550000,62060000,45930000,410000,940000,1730000,170000,10840000,18730000,31920000,16490000,75720000,200000,116000
L067,2016,4,830,3,부산,,70대,216000,1.25,0.69,490000,73010000,62350000,46120000,420000,960000,1810000,150000,10850000,19070000,31850000,16550000,76110000,226000,135000
L067,2016,5,831,3,부산,,70대,217000,1.24,0.69,470000,73380000,62580000,46310000,420000,960000,1830000,150000,10920000,19100000,31960000,16170000,76690000,220000,130000
L067,2016,6,831,3,부산,,70대,219000,1.25,0.7,500000,74470000,63480000,46850000,440000,970000,1850000,160000,11240000,19370000,32250000,16230000,77840000,236000,137000
L067,2016,7,831,3,부산,,70대,220000,1.25,0.7,490000,75200000,64060000,47120000,450000,980000,1880000,190000,11490000,19410000,32520000,16250000,78660000,237000,130000
L067,2016,8,832,3,부산,,70대,222000,1.25,0.7,500000,75610000,64230000,47250000,460000,980000,1930000,200000,11410000,19810000,32350000,16230000,78960000,238000,141000
L067,2016,9,832,3,부산,,70대,224000,1.26,0.71,500000,76080000,64540000,47360000,480000,990000,1990000,200000,11470000,20020000,32370000,16320000,79350000,238000,131000
L067,2016,10,832,3,부산,,70대,226000,1.27,0.71,500000,76970000,65190000,47850000,500000,950000,2060000,200000,11440000,20260000,32790000,16410000,80240000,234000,141000
L067,2016,11,833,3,부산,,70대,228000,1.27,0.72,520000,77530000,65860000,48150000,520000,970000,2160000,210000,11540000,20650000,32950000,16590000,81110000,239000,149000
L067,2016,12,833,3,부산,,70대,229000,1.27,0.72,510000,77900000,66130000,48230000,540000,980000,2220000,210000,11570000,20560000,33260000,16430000,81840000,236000,141000
L067,2017,1,834,3,부산,,70대,231000,1.28,0.73,520000,78750000,66680000,48420000,550000,1030000,2210000,230000,11790000,20730000,33400000,16470000,82620000,243000,142000
L067,2017,2,835,3,부산,,70대,217000,1.38,0.79,520000,80160000,67410000,48810000,570000,1020000,2250000,240000,11720000,21120000,33800000,16510000,83740000,248000,141000
L067,2017,3,835,3,부산,,70대,220000,1.39,0.79,480000,80850000,67640000,49230000,590000,1010000,2230000,220000,11750000,21440000,33670000,16960000,84010000,226000,125000
L067,2017,4,835,3,부산,,70대,222000,1.4,0.8,570000,81190000,67760000,49270000,610000,1030000,2260000,250000,11710000,21540000,33710000,16800000,84800000,270000,151000
L067,2017,5,835,3,부산,,70대,224000,1.4,0.8,540000,81790000,68300000,49670000,630000,1050000,2220000,250000,11750000,21910000,33820000,17100000,85370000,270000,145000
L067,2017,6,835,3,부산,,70대,226000,1.4,0.81,580000,82070000,68470000,49660000,640000,1070000,2210000,280000,11740000,22050000,33850000,17170000,85790000,278000,157000
L067,2017,7,836,3,부산,,70대,227000,1.41,0.81,560000,82560000,68670000,49720000,640000,1080000,2210000,270000,11770000,21820000,34250000,16800000,86220000,272000,144000
L067,2017,8,836,3,부산,,70대,229000,1.41,0.82,580000,83320000,68960000,49840000,650000,1100000,2220000,290000,11750000,21600000,34750000,16830000,86830000,274000,159000
L067,2017,9,836,3,부산,,70대,232000,1.43,0.82,560000,83670000,69160000,49890000,660000,1130000,2220000,320000,11670000,21630000,34990000,16860000,87060000,270000,142000
L067,2017,10,836,3,부산,,70대,234000,1.44,0.83,590000,83830000,69240000,49760000,670000,1140000,2320000,410000,11710000,20470000,36190000,16720000,88460000,279000,162000
L067,2017,11,836,3,부산,,70대,236000,1.44,0.84,560000,84430000,69850000,50100000,690000,1180000,2370000,430000,11590000,20860000,36500000,16880000,89350000,266000,157000
L067,2017,12,837,3,부산,,70대,238000,1.45,0.84,580000,85330000,70380000,50590000,700000,1190000,2430000,420000,11580000,21210000,36690000,16970000,90270000,274000,162000
L077,2016,1,788,3,울산,,70대,42000,2.13,1.58,540000,86660000,76190000,58760000,410000,1260000,1290000,100000,22820000,12090000,40680000,15940000,99480000,270000,129000
L077,2016,2,823,3,울산,,70대,41000,1.07,0.58,410000,85740000,74590000,56960000,300000,950000,1110000,50000,22720000,10560000,40860000,15510000,95920000,207000,95000
L077,2016,3,824,3,울산,,70대,41000,1.07,0.58,380000,86440000,75040000,57130000,300000,1000000,1160000,50000,22920000,10750000,40890000,15720000,96410000,196000,81000
L077,2016,4,824,3,울산,,70대,42000,1.08,0.59,420000,87360000,75400000,57500000,320000,1010000,1160000,60000,23180000,10830000,40890000,15680000,96750000,212000,93000
L077,2016,5,825,3,울산,,70대,42000,1.08,0.6,420000,88740000,76460000,58350000,330000,1020000,1230000,70000,23000000,11150000,41800000,16060000,98040000,218000,92000
L077,2016,6,825,3,울산,,70대,42000,1.09,0.61,440000,89720000,77070000,59120000,360000,1030000,1250000,90000,23340000,11230000,41980000,16070000,98920000,226000,97000
L077,2016,7,825,3,울산,,70대,42000,1.08,0.61,420000,90300000,77150000,58810000,360000,1020000,1300000,80000,23280000,11220000,42100000,16040000,99100000,221000,89000
L077,2016,8,826,3,울산,,70대,43000,1.09,0.61,430000,90980000,77240000,58890000,390000,1020000,1300000,80000,23140000,11470000,42050000,16070000,99240000,221000,94000
L077,2016,9,826,3,울산,,70대,43000,1.1,0.62,440000,90840000,76970000,58750000,400000,980000,1340000,90000,23110000,11490000,41760000,15940000,98910000,233000,91000
L077,2016,10,827,3,울산,,70대,44000,1.1,0.62,440000,91640000,77200000,58810000,410000,1000000,1340000,90000,23290000,11760000,41540000,15980000,99390000,222000,100000
L077,2016,11,827,3,울산,,70대,44000,1.1,0.62,470000,93590000,78990000,59960000,420000,1020000,1380000,110000,24040000,11900000,42460000,16140000,101640000,237000,101000
L077,2016,12,828,3,울산,,70대,44000,1.11,0.63,460000,93780000,78960000,59990000,420000,1030000,1410000,110000,24130000,12110000,42120000,16190000,101750000,230000,100000
L077,2017,1,828,3,울산,,70대,45000,1.11,0.64,490000,93390000,78650000,59510000,420000,1030000,1420000,110000,24260000,12150000,41650000,16200000,101510000,266000,101000
L077,2017,2,829,3,울산,,70대,42000,1.18,0.68,460000,95240000,79590000,60340000,430000,1120000,1400000,120000,24360000,12420000,42210000,16430000,102470000,248000,102000
L077,2017,3,830,3,울산,,70대,43000,1.19,0.69,410000,95890000,80120000,60680000,450000,1120000,1470000,140000,24480000,12600000,42420000,16440000,103580000,211000,89000
L077,2017,4,830,3,울산,,70대,43000,1.21,0.7,470000,96360000,80170000,60650000,470000,1100000,1410000,140000,24180000,12760000,42590000,16500000,103920000,235000,106000
L077,2017,5,830,3,울산,,70대,44000,1.21,0.7,460000,97440000,80800000,61240000,480000,1140000,1450000,160000,24020000,13010000,43120000,16570000,104860000,229000,101000
L077,2017,6,830,3,울산,,70대,44000,1.22,0.71,490000,97470000,80810000,61310000,480000,1210000,1440000,160000,23760000,13250000,43130000,16520000,105070000,251000,109000
L077,2017,7,831,3,울산,,70대,45000,1.22,0.71,480000,97850000,80800000,61130000,490000,1200000,1510000,160000,23660000,13410000,43040000,16640000,104820000,248000,104000
L077,2017,8,831,3,울산,,70대,45000,1.23,0.72,500000,99160000,81600000,61260000,510000,1240000,1520000,170000,23590000,13730000,43550000,16750000,106360000,256000,114000
L077,2017,9,832,3,울산,,70대,46000,1.24,0.73,490000,99110000,81180000,60810000,500000,1260000,1560000,160000,23520000,13980000,42970000,16460000,106110000,257000,103000
L077,2017,10,832,3,울산,,70대,46000,1.25,0.73,510000,99260000,80840000,60510000,510000,1200000,1570000,210000,23460000,13670000,42980000,16560000,106290000,263000,117000
L077,2017,11,832,3,울산,,70대,47000,1.26,0.74,480000,100000000,81160000,60570000,530000,1220000,1700000,220000,23470000,14100000,42830000,16570000,106660000,241000,114000
L077,2017,12,833,3,울산,,70대,47000,1.26,0.74,500000,100760000,81840000,60830000,540000,1260000,1710000,170000,23510000,14320000,43230000,16780000,107740000,248000,119000
L087,2016,1,793,3,경기,,70대,552000,2.48,1.76,710000,102830000,89890000,78230000,490000,1180000,2090000,270000,17190000,27560000,44470000,17120000,117250000,366000,166000
L087,2016,2,832,3,경기,,70대,577000,1.47,0.84,540000,101400000,88500000,77340000,380000,930000,1970000,290000,16580000,26040000,45360000,16730000,113830000,272000,123000
L087,2016,3,832,3,경기,,70대,580000,1.48,0.84,500000,101970000,88850000,77650000,390000,950000,1960000,290000,16590000,26110000,45620000,16770000,114400000,258000,110000
L087,2016,4,832,3,경기,,70대,583000,1.49,0.85,580000,102270000,88860000,77560000,390000,950000,1970000,300000,16490000,26190000,45640000,16760000,114750000,297000,129000
L087,2016,5,832,3,경기,,70대,587000,1.49,0.85,570000,102680000,89110000,77710000,400000,960000,1970000,300000,16480000,26200000,45870000,16690000,115180000,299000,127000
L087,2016,6,833,3,경기,,70대,590000,1.49,0.86,600000,103220000,89160000,77620000,420000,970000,2000000,320000,16480000,26250000,45860000,16700000,115320000,312000,133000
L087,2016,7,833,3,경기,,70대,594000,1.49,0.86,590000,103410000,89170000,77470000,430000,990000,1970000,330000,16480000,26280000,45820000,16660000,115520000,311000,127000
L087,2016,8,835,3,경기,,70대,599000,1.5,0.87,600000,103620000,89380000,77510000,440000,990000,1950000,360000,16470000,26320000,46000000,16690000,115920000,310000,142000
L087,2016,9,835,3,경기,,70대,604000,1.51,0.87,590000,103920000,89570000,77510000,450000,1000000,1990000,360000,16500000,26400000,46070000,16680000,116250000,309000,130000
L087,2016,10,835,3,경기,,70대,608000,1.51,0.88,620000,104430000,89930000,77610000,470000,1010000,1970000,360000,16630000,26430000,46250000,16610000,117010000,316000,154000
L087,2016,11,835,3,경기,,70대,613000,1.52,0.88,620000,104850000,90190000,77590000,490000,1020000,2000000,380000,16700000,26500000,46340000,16650000,117500000,312000,147000
L087,2016,12,836,3,경기,,70대,616000,1.52,0.89,600000,105020000,90190000,77400000,500000,1030000,2020000,400000,16690000,26560000,46290000,16690000,117640000,310000,139000
L087,2017,1,836,3,경기,,70대,620000,1.53,0.89,620000,105010000,90400000,77390000,510000,1050000,2040000,410000,16800000,26690000,46240000,16660000,118110000,318000,140000
L087,2017,2,838,3,경기,,70대,587000,1.63,0.96,600000,105840000,90810000,77560000,540000,1070000,2110000,430000,16830000,27000000,46280000,16700000,118860000,319000,137000
L087,2017,3,838,3,경기,,70대,595000,1.64,0.96,550000,106240000,90980000,77550000,570000,1090000,2110000,430000,16840000,27020000,46390000,16740000,119450000,285000,121000
L087,2017,4,838,3,경기,,70대,600000,1.65,0.97,660000,106570000,91090000,77440000,590000,1100000,2130000,450000,16810000,27120000,46410000,16670000,119930000,347000,144000
L087,2017,5,838,3,경기,,70대,605000,1.66,0.97,640000,106610000,91110000,77310000,600000,1130000,2150000,450000,16790000,27190000,46370000,16660000,120230000,338000,140000
L087,2017,6,838,3,경기,,70대,610000,1.66,0.98,680000,106750000,91140000,77230000,610000,1160000,2150000,450000,16710000,27340000,46310000,16580000,120510000,364000,151000
L087,2017,7,839,3,경기,,70대,615000,1.67,0.98,660000,106860000,91150000,77200000,610000,1180000,2150000,410000,16710000,27380000,46280000,16560000,120690000,358000,141000
L087,2017,8,839,3,경기,,70대,621000,1.67,0.99,690000,107010000,91190000,77180000,620000,1200000,2130000,440000,16640000,27430000,46340000,16640000,120900000,364000,158000
L087,2017,9,840,3,경기,,70대,627000,1.68,1,660000,106930000,91070000,77070000,630000,1210000,2130000,450000,16640000,27540000,46090000,16700000,120820000,356000,137000
L087,2017,10,840,3,경기,,70대,632000,1.69,1.01,720000,106970000,91140000,76950000,640000,1230000,2140000,590000,16740000,27620000,45960000,16800000,120910000,375000,171000
L087,2017,11,840,3,경기,,70대,637000,1.7,1.01,680000,106940000,91000000,76770000,650000,1250000,2120000,620000,16540000,27690000,45930000,16880000,120830000,355000,157000
L087,2017,12,840,3,경기,,70대,642000,1.7,1.02,680000,107160000,91080000,76770000,660000,1260000,2130000,620000,16520000,27770000,45940000,16890000,121020000,358000,155000
L097,2016,1,780,3,강원,,70대,105000,1.94,1.47,490000,59070000,52090000,40790000,240000,1280000,460000,70000,16930000,9320000,25470000,14990000,71120000,242000,114000
L097,2016,2,816,3,강원,,70대,109000,1.02,0.58,370000,56050000,49340000,38520000,180000,950000,430000,80000,15730000,8690000,24640000,14210000,66950000,178000,88000
L097,2016,3,816,3,강원,,70대,109000,1.03,0.59,350000,55600000,48830000,38130000,180000,940000,390000,80000,15680000,8640000,24230000,14090000,66910000,167000,76000
L097,2016,4,817,3,강원,,70대,110000,1.03,0.59,400000,55610000,48740000,38050000,180000,940000,390000,70000,15690000,8620000,24130000,13960000,67170000,191000,89000
L097,2016,5,818,3,강원,,70대,110000,1.03,0.6,400000,55850000,48870000,38160000,190000,950000,390000,70000,15630000,8780000,24170000,13990000,67370000,193000,90000
L097,2016,6,818,3,강원,,70대,111000,1.04,0.6,410000,56360000,49130000,38410000,190000,960000,390000,70000,15750000,8820000,24270000,14080000,67780000,203000,88000
L097,2016,7,819,3,강원,,70대,111000,1.04,0.61,410000,56860000,49460000,38670000,190000,970000,380000,70000,15790000,8850000,24510000,14100000,68390000,204000,90000
L097,2016,8,820,3,강원,,70대,112000,1.04,0.61,410000,57350000,49730000,38840000,200000,970000,380000,80000,15970000,8890000,24560000,14220000,68720000,200000,94000
L097,2016,9,820,3,강원,,70대,113000,1.05,0.61,400000,57820000,50050000,38990000,200000,1000000,410000,80000,16160000,9010000,24560000,14160000,69060000,199000,87000
L097,2016,10,821,3,강원,,70대,113000,1.05,0.62,420000,58600000,50680000,39460000,210000,1030000,450000,50000,16360000,9170000,24810000,14240000,69940000,203000,98000
L097,2016,11,821,3,강원,,70대,114000,1.06,0.62,430000,58910000,50940000,39660000,220000,1060000,450000,60000,16350000,9320000,24920000,14350000,70140000,208000,103000
L097,2016,12,822,3,강원,,70대,114000,1.06,0.62,420000,59510000,51350000,39990000,230000,1060000,450000,60000,16510000,9420000,25060000,14470000,70850000,207000,100000
L097,2017,1,823,3,강원,,70대,115000,1.07,0.63,440000,59920000,51770000,40180000,240000,1080000,470000,70000,16780000,9490000,25120000,14560000,71340000,214000,103000
L097,2017,2,824,3,강원,,70대,101000,1.21,0.72,430000,60830000,52460000,40470000,260000,1120000,480000,80000,17290000,9480000,25290000,14640000,72370000,220000,98000
L097,2017,3,824,3,강원,,70대,102000,1.22,0.72,400000,61620000,52950000,40740000,270000,1160000,490000,110000,17250000,9520000,25780000,14600000,73470000,196000,88000
L097,2017,4,824,3,강원,,70대,103000,1.23,0.73,490000,61730000,53100000,40740000,280000,1190000,490000,140000,17320000,9500000,25860000,14650000,74140000,247000,106000
L097,2017,5,824,3,강원,,70대,103000,1.23,0.74,470000,61930000,53120000,40680000,280000,1180000,490000,150000,17280000,9570000,25850000,14740000,74310000,237000,102000
L097,2017,6,825,3,강원,,70대,104000,1.24,0.74,490000,62190000,53300000,40770000,290000,1200000,490000,150000,17310000,9650000,25910000,14770000,74660000,252000,102000
L097,2017,7,825,3,강원,,70대,105000,1.24,0.74,500000,62330000,53370000,40810000,290000,1210000,500000,150000,17190000,9780000,25960000,14820000,74840000,248000,101000
L097,2017,8,826,3,강원,,70대,106000,1.25,0.75,480000,62510000,53450000,40890000,300000,1210000,500000,150000,17230000,9940000,25830000,14870000,74990000,240000,105000
L097,2017,9,826,3,강원,,70대,107000,1.26,0.75,470000,62820000,53660000,41030000,310000,1230000,500000,140000,17290000,10090000,25820000,15030000,75270000,241000,98000
L097,2017,10,827,3,강원,,70대,107000,1.27,0.76,510000,63210000,54030000,41220000,310000,1230000,500000,190000,17420000,10220000,25930000,15030000,75870000,263000,110000
L097,2017,11,827,3,강원,,70대,108000,1.28,0.76,490000,63520000,54280000,41360000,310000,1270000,520000,220000,17360000,10400000,26040000,15050000,76240000,242000,107000
L097,2017,12,828,3,강원,,70대,109000,1.28,0.77,500000,63720000,54410000,41430000,320000,1290000,490000,230000,17480000,10370000,26070000,15160000,76330000,252000,111000
L107,2016,1,785,3,충북,,70대,87000,1.86,1.41,440000,60980000,53290000,38440000,210000,1100000,680000,130000,17220000,10050000,25680000,13620000,71850000,222000,88000
L107,2016,2,819,3,충북,,70대,93000,0.97,0.54,300000,57970000,50760000,36270000,150000,810000,500000,110000,16170000,8860000,25500000,12830000,67840000,153000,62000
L107,2016,3,819,3,충북,,70대,93000,0.97,0.54,290000,58140000,50900000,36270000,160000,840000,530000,120000,16310000,8930000,25420000,12690000,68410000,150000,56000
L107,2016,4,820,3,충북,,70대,93000,0.98,0.54,340000,57850000,50500000,35930000,150000,850000,540000,120000,16150000,8900000,25200000,12530000,68500000,170000,67000
L107,2016,5,820,3,충북,,70대,93000,0.98,0.54,330000,58180000,50790000,36200000,170000,850000,570000,120000,16250000,8990000,25290000,12530000,69110000,166000,62000
L107,2016,6,820,3,충북,,70대,93000,0.98,0.54,350000,59120000,51310000,36550000,170000,860000,590000,120000,16380000,9020000,25640000,12550000,69940000,172000,64000
L107,2016,7,821,3,충북,,70대,94000,0.98,0.54,340000,59160000,51200000,36400000,180000,840000,610000,130000,16340000,9150000,25430000,12570000,69750000,169000,65000
L107,2016,8,822,3,충북,,70대,94000,0.98,0.55,340000,60050000,51890000,36880000,190000,850000,630000,140000,16520000,9300000,25790000,12590000,70770000,171000,68000
L107,2016,9,822,3,충북,,70대,95000,0.99,0.56,340000,60020000,51810000,36650000,190000,860000,630000,140000,16620000,9380000,25530000,12620000,70560000,168000,64000
L107,2016,10,822,3,충북,,70대,95000,0.99,0.56,350000,60850000,52460000,37030000,200000,870000,640000,150000,16840000,9530000,25800000,12550000,71420000,171000,74000
L107,2016,11,823,3,충북,,70대,96000,0.99,0.57,360000,61650000,53050000,37380000,210000,870000,660000,160000,16940000,9800000,26000000,12620000,72290000,173000,73000
L107,2016,12,824,3,충북,,70대,96000,1,0.58,360000,62300000,53550000,37540000,220000,860000,680000,170000,17070000,9880000,26280000,12690000,72920000,172000,73000
L107,2017,1,824,3,충북,,70대,96000,1,0.58,370000,62920000,54020000,37760000,230000,900000,690000,170000,17170000,9970000,26550000,12740000,73520000,183000,72000
L107,2017,2,824,3,충북,,70대,87000,1.11,0.65,380000,64310000,55000000,38260000,240000,970000,710000,190000,17440000,10230000,26980000,12860000,74730000,201000,75000
L107,2017,3,824,3,충북,,70대,88000,1.12,0.65,340000,64860000,55360000,38660000,250000,960000,720000,180000,17570000,10320000,27100000,12890000,75570000,173000,67000
L107,2017,4,824,3,충북,,70대,89000,1.13,0.65,410000,64830000,55310000,38620000,260000,970000,720000,200000,17510000,10410000,27010000,12870000,76200000,212000,80000
L107,2017,5,824,3,충북,,70대,89000,1.14,0.65,390000,64700000,55200000,38570000,280000,980000,710000,210000,17460000,10430000,26920000,12910000,76220000,202000,79000
L107,2017,6,824,3,충북,,70대,90000,1.15,0.66,410000,65180000,55680000,38670000,280000,1000000,720000,220000,17570000,10560000,27160000,12970000,76960000,209000,79000
L107,2017,7,825,3,충북,,70대,91000,1.15,0.66,410000,65820000,56080000,38940000,290000,1010000,760000,220000,17540000,10820000,27310000,13010000,77740000,215000,76000
L107,2017,8,825,3,충북,,70대,91000,1.16,0.67,420000,66390000,56600000,39230000,300000,1020000,720000,250000,17780000,10990000,27420000,13130000,78580000,216000,82000
L107,2017,9,826,3,충북,,70대,92000,1.17,0.68,420000,66790000,56910000,39290000,310000,1040000,740000,260000,17870000,11060000,27550000,13220000,78990000,213000,76000
L107,2017,10,826,3,충북,,70대,93000,1.17,0.69,440000,67350000,57290000,39380000,310000,1020000,760000,290000,17890000,11150000,27820000,13280000,79470000,220000,85000
L107,2017,11,826,3,충북,,70대,93000,1.18,0.69,430000,67580000,57390000,39370000,320000,1040000,760000,300000,17920000,11260000,27780000,13390000,79460000,205000,81000
L107,2017,12,827,3,충북,,70대,94000,1.19,0.7,440000,67860000,57610000,39450000,340000,1060000,770000,310000,17860000,11390000,27890000,13500000,79610000,215000,85000
L117,2016,1,779,3,충남,,70대,126000,1.92,1.36,390000,68220000,60450000,50220000,200000,890000,560000,100000,18550000,10620000,31010000,15200000,83080000,190000,72000
L117,2016,2,813,3,충남,,70대,140000,1.08,0.49,240000,64270000,56650000,47220000,140000,650000,470000,80000,17060000,9650000,29750000,14170000,78130000,123000,46000
L117,2016,3,813,3,충남,,70대,140000,1.09,0.49,230000,64780000,56860000,47370000,150000,660000,500000,90000,17190000,9700000,29760000,14090000,78560000,123000,39000
L117,2016,4,813,3,충남,,70대,141000,1.09,0.49,270000,64650000,56790000,47310000,150000,670000,490000,100000,17220000,9710000,29640000,14110000,78970000,136000,49000
L117,2016,5,814,3,충남,,70대,141000,1.1,0.5,270000,64770000,56850000,47220000,160000,680000,500000,70000,17230000,9940000,29470000,14160000,79250000,139000,48000
L117,2016,6,814,3,충남,,70대,141000,1.1,0.5,280000,65040000,56990000,47300000,160000,700000,490000,70000,17240000,9970000,29550000,14210000,79630000,144000,48000
L117,2016,7,814,3,충남,,70대,142000,1.1,0.5,270000,65500000,57360000,47560000,170000,700000,500000,70000,17360000,10010000,29760000,14270000,80200000,143000,48000
L117,2016,8,815,3,충남,,70대,142000,1.1,0.51,280000,66000000,57800000,47950000,170000,690000,510000,70000,17520000,10050000,29990000,14300000,81000000,145000,54000
L117,2016,9,815,3,충남,,70대,143000,1.11,0.52,280000,66440000,58050000,48010000,180000,720000,520000,70000,17560000,10160000,30080000,14370000,81240000,144000,50000
L117,2016,10,816,3,충남,,70대,143000,1.12,0.52,290000,66840000,58440000,48310000,190000,730000,540000,80000,17680000,10270000,30240000,14520000,81710000,145000,56000
L117,2016,11,816,3,충남,,70대,144000,1.12,0.53,290000,67450000,59040000,48550000,190000,760000,550000,80000,17760000,10400000,30630000,14680000,82550000,142000,56000
L117,2016,12,817,3,충남,,70대,144000,1.13,0.53,290000,68050000,59570000,48920000,200000,770000,560000,80000,17860000,10500000,30940000,14810000,83110000,144000,54000
L117,2017,1,817,3,충남,,70대,144000,1.13,0.54,310000,68720000,60090000,49260000,210000,790000,580000,80000,18070000,10570000,31180000,14920000,83720000,153000,57000
L117,2017,2,817,3,충남,,70대,124000,1.27,0.61,310000,70370000,61290000,50020000,220000,830000,640000,110000,18550000,10810000,31640000,15150000,85360000,166000,58000
L117,2017,3,817,3,충남,,70대,126000,1.29,0.61,280000,70840000,61680000,50220000,220000,830000,660000,130000,18710000,10970000,31700000,15250000,86130000,144000,51000
L117,2017,4,817,3,충남,,70대,127000,1.3,0.62,350000,70410000,61100000,49790000,240000,830000,660000,130000,18610000,10990000,31190000,15130000,86060000,181000,62000
L117,2017,5,818,3,충남,,70대,127000,1.3,0.62,330000,70920000,61450000,50150000,240000,840000,660000,140000,18730000,11110000,31280000,15220000,86690000,174000,59000
L117,2017,6,818,3,충남,,70대,128000,1.31,0.63,360000,70960000,61420000,50010000,250000,870000,660000,160000,18690000,11200000,31200000,15320000,86800000,188000,62000
L117,2017,7,819,3,충남,,70대,129000,1.32,0.63,340000,71230000,61580000,50160000,260000,870000,660000,150000,18710000,11180000,31350000,15440000,86840000,180000,58000
L117,2017,8,819,3,충남,,70대,130000,1.32,0.64,360000,71690000,61830000,50280000,260000,870000,670000,140000,18760000,11320000,31410000,15600000,87190000,188000,66000
L117,2017,9,819,3,충남,,70대,131000,1.34,0.65,340000,72060000,62080000,50500000,270000,890000,670000,140000,18780000,11440000,31510000,15690000,87450000,180000,60000
L117,2017,10,820,3,충남,,70대,132000,1.34,0.65,370000,72560000,62430000,50640000,270000,900000,670000,140000,18770000,11500000,31800000,15750000,87970000,193000,70000
L117,2017,11,820,3,충남,,70대,132000,1.35,0.66,350000,72830000,62610000,50750000,280000,910000,680000,140000,18910000,11610000,31730000,15870000,87950000,177000,66000
L117,2017,12,821,3,충남,,70대,133000,1.35,0.66,370000,73450000,63010000,50990000,280000,920000,690000,140000,19050000,11670000,31920000,15940000,88330000,184000,69000
L127,2016,1,779,3,전북,,70대,126000,1.92,1.45,440000,51140000,44020000,35420000,210000,890000,600000,140000,11770000,10700000,21220000,15310000,57820000,224000,94000
L127,2016,2,813,3,전북,,70대,132000,0.97,0.51,290000,48770000,41300000,33240000,140000,640000,540000,120000,10840000,9700000,20540000,14080000,54280000,148000,67000
L127,2016,3,813,3,전북,,70대,132000,0.97,0.51,280000,49100000,41400000,33220000,140000,660000,540000,120000,10940000,9780000,20440000,14070000,54550000,149000,57000
L127,2016,4,813,3,전북,,70대,132000,0.98,0.51,320000,49150000,41440000,33200000,150000,660000,560000,140000,10920000,9800000,20480000,14010000,55010000,161000,67000
L127,2016,5,814,3,전북,,70대,133000,0.98,0.51,310000,49270000,41490000,33270000,160000,660000,580000,130000,10960000,9830000,20450000,14070000,55050000,160000,65000
L127,2016,6,814,3,전북,,70대,133000,0.98,0.52,340000,49640000,41730000,33460000,160000,680000,570000,130000,11020000,9930000,20510000,14080000,55460000,182000,66000
L127,2016,7,815,3,전북,,70대,134000,0.98,0.52,310000,49990000,41940000,33470000,170000,670000,570000,130000,11020000,9950000,20710000,14170000,55820000,165000,65000
L127,2016,8,816,3,전북,,70대,135000,0.99,0.53,320000,50320000,42160000,33660000,180000,680000,590000,150000,10990000,10040000,20850000,14270000,56040000,165000,71000
L127,2016,9,816,3,전북,,70대,136000,1,0.53,320000,50380000,42150000,33620000,190000,680000,590000,150000,11010000,10100000,20760000,14270000,55940000,166000,67000
L127,2016,10,816,3,전북,,70대,137000,1,0.54,330000,50800000,42400000,33710000,200000,680000,600000,160000,11050000,10160000,20890000,14370000,56260000,167000,72000
L127,2016,11,817,3,전북,,70대,137000,1.01,0.54,340000,51390000,42920000,34080000,210000,700000,620000,180000,11170000,10290000,21140000,14600000,56730000,167000,74000
L127,2016,12,817,3,전북,,70대,138000,1.01,0.55,340000,51840000,43270000,34330000,220000,710000,630000,180000,11300000,10380000,21260000,14760000,57040000,172000,70000
